trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.999}",25,-98,-772.641480059974,"{0: 65, 1: 22, 2: 18, 3: 7, 4: 11}",0
2,False,"{'a': 0.9, 'e': 0.998001}",30,-29,-475.73738429864545,"{0: 33, 1: 4, 2: 12, 3: 1, 4: 9}",0
3,False,"{'a': 0.9, 'e': 0.997002999}",20,-8,-4.998549075079038,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 0}",0
4,False,"{'a': 0.9, 'e': 0.996005996001}",25,-83,-611.4276366097073,"{0: 47, 1: 26, 2: 27, 3: 2, 4: 6}",0
5,False,"{'a': 0.9, 'e': 0.995009990004999}",30,-59,-399.4731275780137,"{0: 54, 1: 5, 2: 24, 3: 2, 4: 4}",0
6,False,"{'a': 0.9, 'e': 0.994014980014994}",20,-3,-136.60245766121741,"{0: 15, 1: 0, 2: 4, 3: 2, 4: 2}",0
7,False,"{'a': 0.9, 'e': 0.993020965034979}",20,-43,-349.2938165781383,"{0: 38, 1: 8, 2: 10, 3: 1, 4: 6}",0
8,False,"{'a': 0.9, 'e': 0.992027944069944}",30,-21,-221.02637564645445,"{0: 31, 1: 7, 2: 9, 3: 1, 4: 3}",0
9,False,"{'a': 0.9, 'e': 0.991035916125874}",20,-100,-547.9321173190368,"{0: 76, 1: 15, 2: 17, 3: 4, 4: 8}",0
10,False,"{'a': 0.9, 'e': 0.9900448802097482}",25,-89,-447.37423083698513,"{0: 67, 1: 16, 2: 24, 3: 3, 4: 4}",0
11,False,"{'a': 0.9, 'e': 0.9890548353295384}",20,-50,-430.0998125131354,"{0: 42, 1: 6, 2: 11, 3: 5, 4: 6}",0
12,False,"{'a': 0.9, 'e': 0.9880657804942089}",25,-89,-640.0499064835723,"{0: 71, 1: 12, 2: 18, 3: 1, 4: 12}",0
13,False,"{'a': 0.9, 'e': 0.9870777147137147}",20,-100,-459.6026147055498,"{0: 75, 1: 13, 2: 19, 3: 11, 4: 2}",0
14,False,"{'a': 0.9, 'e': 0.986090636999001}",20,3,-68.84020960800669,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
15,False,"{'a': 0.9, 'e': 0.985104546362002}",25,-2,-125.32176913944073,"{0: 16, 1: 2, 2: 6, 3: 2, 4: 1}",0
16,False,"{'a': 0.9, 'e': 0.9841194418156399}",25,13,-116.58610771636509,"{0: 5, 1: 0, 2: 5, 3: 0, 4: 2}",1
17,False,"{'a': 0.9, 'e': 0.9831353223738244}",20,-100,-430.07218809701055,"{0: 77, 1: 13, 2: 21, 3: 5, 4: 4}",0
18,False,"{'a': 0.9, 'e': 0.9821521870514505}",25,-100,-653.0571249834986,"{0: 71, 1: 22, 2: 18, 3: 5, 4: 9}",0
19,False,"{'a': 0.9, 'e': 0.981170034864399}",25,-31,-138.80237247814088,"{0: 40, 1: 6, 2: 7, 3: 1, 4: 2}",0
20,False,"{'a': 0.9, 'e': 0.9801888648295347}",25,-100,-537.2164646961855,"{0: 75, 1: 21, 2: 18, 3: 4, 4: 7}",0
21,False,"{'a': 0.9, 'e': 0.9792086759647052}",20,-100,-674.5890082741103,"{0: 68, 1: 12, 2: 27, 3: 4, 4: 9}",0
22,False,"{'a': 0.9, 'e': 0.9782294672887404}",25,-16,-248.6959875942059,"{0: 15, 1: 11, 2: 10, 3: 4, 4: 1}",0
23,False,"{'a': 0.9, 'e': 0.9772512378214517}",25,-62,-455.16928227174463,"{0: 47, 1: 11, 2: 20, 3: 5, 4: 4}",0
24,False,"{'a': 0.9, 'e': 0.9762739865836302}",25,-100,-554.0304418678314,"{0: 69, 1: 27, 2: 20, 3: 2, 4: 7}",0
25,False,"{'a': 0.9, 'e': 0.9752977125970466}",20,-100,-913.7650629981684,"{0: 60, 1: 13, 2: 27, 3: 7, 4: 13}",0
26,False,"{'a': 0.9, 'e': 0.9743224148844496}",20,-100,-479.46312878809044,"{0: 77, 1: 14, 2: 18, 3: 5, 4: 6}",0
27,False,"{'a': 0.9, 'e': 0.9733480924695651}",20,8,-6.856934085545915,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.9, 'e': 0.9723747443770956}",20,-100,-619.5898400438385,"{0: 80, 1: 4, 2: 20, 3: 6, 4: 10}",0
29,False,"{'a': 0.9, 'e': 0.9714023696327184}",30,2,-129.56205962442246,"{0: 16, 1: 5, 2: 3, 3: 3, 4: 1}",1
30,False,"{'a': 0.9, 'e': 0.9704309672630858}",25,-100,-552.2673350077465,"{0: 77, 1: 17, 2: 18, 3: 6, 4: 7}",0
31,False,"{'a': 0.9, 'e': 0.9694605362958226}",30,7,-151.23248381448215,"{0: 8, 1: 6, 2: 7, 3: 1, 4: 1}",1
32,False,"{'a': 0.9, 'e': 0.9684910757595268}",20,-4,-164.43536023881367,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 2}",0
33,False,"{'a': 0.9, 'e': 0.9675225846837673}",20,-2,-46.12475149808911,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 0}",0
34,False,"{'a': 0.9, 'e': 0.9665550620990835}",20,-68,-310.26288102278187,"{0: 61, 1: 12, 2: 6, 3: 4, 4: 5}",0
35,False,"{'a': 0.9, 'e': 0.9655885070369844}",30,-13,-123.73917641253622,"{0: 30, 1: 5, 2: 6, 3: 0, 4: 2}",0
36,False,"{'a': 0.9, 'e': 0.9646229185299474}",20,-77,-516.3846632734303,"{0: 54, 1: 8, 2: 27, 3: 2, 4: 6}",0
37,False,"{'a': 0.9, 'e': 0.9636582956114175}",25,-11,-188.1776583475428,"{0: 17, 1: 8, 2: 9, 3: 0, 4: 2}",0
38,False,"{'a': 0.9, 'e': 0.9626946373158061}",25,-47,-335.1496963147605,"{0: 45, 1: 6, 2: 15, 3: 1, 4: 5}",0
39,False,"{'a': 0.9, 'e': 0.9617319426784903}",25,-2,-47.06252628533679,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 0}",0
40,False,"{'a': 0.9, 'e': 0.9607702107358118}",25,-50,-335.82632310986645,"{0: 49, 1: 5, 2: 14, 3: 2, 4: 5}",0
41,False,"{'a': 0.9, 'e': 0.959809440525076}",25,-100,-699.7765968517825,"{0: 77, 1: 12, 2: 19, 3: 6, 4: 11}",0
42,False,"{'a': 0.9, 'e': 0.9588496310845509}",25,7,-33.8595330729449,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
43,False,"{'a': 0.9, 'e': 0.9578907814534663}",20,-100,-450.12387710871366,"{0: 72, 1: 17, 2: 24, 3: 3, 4: 4}",0
44,False,"{'a': 0.9, 'e': 0.9569328906720129}",20,-80,-439.5683829436691,"{0: 63, 1: 13, 2: 14, 3: 4, 4: 6}",0
45,False,"{'a': 0.9, 'e': 0.9559759577813408}",25,-100,-534.7775143395149,"{0: 84, 1: 14, 2: 16, 3: 1, 4: 10}",0
46,False,"{'a': 0.9, 'e': 0.9550199818235595}",20,-41,-147.75503354994132,"{0: 42, 1: 11, 2: 5, 3: 1, 4: 2}",0
47,False,"{'a': 0.9, 'e': 0.954064961841736}",20,16,4.983366348375621,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.9, 'e': 0.9531108968798943}",20,-100,-386.49732930133746,"{0: 74, 1: 14, 2: 26, 3: 4, 4: 2}",0
49,False,"{'a': 0.9, 'e': 0.9521577859830144}",25,-41,-360.8170447874101,"{0: 39, 1: 8, 2: 12, 3: 1, 4: 6}",0
50,False,"{'a': 0.9, 'e': 0.9512056281970314}",25,-100,-616.838363644301,"{0: 70, 1: 17, 2: 24, 3: 8, 4: 6}",0
51,False,"{'a': 0.9, 'e': 0.9502544225688343}",20,-100,-462.0115233918063,"{0: 78, 1: 10, 2: 23, 3: 3, 4: 6}",0
52,False,"{'a': 0.9, 'e': 0.9493041681462654}",30,-39,-293.26636392804096,"{0: 45, 1: 9, 2: 7, 3: 4, 4: 4}",0
53,False,"{'a': 0.9, 'e': 0.9483548639781192}",25,-3,-89.31224161921605,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 1}",0
54,False,"{'a': 0.9, 'e': 0.947406509114141}",25,-35,-215.23390594809322,"{0: 35, 1: 6, 2: 16, 3: 2, 4: 1}",0
55,False,"{'a': 0.9, 'e': 0.9464591026050269}",30,-34,-415.9979047294775,"{0: 37, 1: 7, 2: 11, 3: 2, 4: 7}",0
56,False,"{'a': 0.9, 'e': 0.9455126435024219}",20,-30,-121.1533983888274,"{0: 33, 1: 5, 2: 11, 3: 0, 4: 1}",0
57,False,"{'a': 0.9, 'e': 0.9445671308589194}",25,-100,-671.9577374924108,"{0: 66, 1: 15, 2: 29, 3: 10, 4: 5}",0
58,False,"{'a': 0.9, 'e': 0.9436225637280605}",20,-42,-202.35041198685698,"{0: 42, 1: 6, 2: 10, 3: 1, 4: 3}",0
59,False,"{'a': 0.9, 'e': 0.9426789411643325}",25,-100,-443.9179490405319,"{0: 83, 1: 10, 2: 20, 3: 8, 4: 4}",0
60,False,"{'a': 0.9, 'e': 0.9417362622231682}",20,-75,-251.57425712262872,"{0: 65, 1: 5, 2: 21, 3: 2, 4: 2}",0
61,False,"{'a': 0.9, 'e': 0.9407945259609449}",25,-29,-319.0115366090493,"{0: 35, 1: 3, 2: 8, 3: 2, 4: 6}",0
62,False,"{'a': 0.9, 'e': 0.9398537314349841}",20,-100,-414.5224519874821,"{0: 84, 1: 9, 2: 19, 3: 1, 4: 7}",0
63,False,"{'a': 0.9, 'e': 0.9389138777035491}",20,-100,-730.6352005817398,"{0: 67, 1: 13, 2: 24, 3: 6, 4: 10}",0
64,False,"{'a': 0.9, 'e': 0.9379749638258454}",20,7,-36.913400888225404,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
65,False,"{'a': 0.9, 'e': 0.9370369888620197}",20,-100,-598.624411395229,"{0: 72, 1: 14, 2: 22, 3: 4, 4: 8}",0
66,False,"{'a': 0.9, 'e': 0.9360999518731576}",20,-15,-188.1192799869645,"{0: 18, 1: 6, 2: 8, 3: 1, 4: 2}",0
67,False,"{'a': 0.9, 'e': 0.9351638519212845}",25,1,-156.29217327885775,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 2}",1
68,False,"{'a': 0.9, 'e': 0.9342286880693632}",25,13,-23.913032025259817,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
69,False,"{'a': 0.9, 'e': 0.9332944593812939}",20,-48,-250.70818599745175,"{0: 45, 1: 5, 2: 12, 3: 3, 4: 3}",0
70,False,"{'a': 0.9, 'e': 0.9323611649219126}",30,-100,-566.7405792020834,"{0: 86, 1: 11, 2: 21, 3: 4, 4: 8}",0
71,False,"{'a': 0.9, 'e': 0.9314288037569907}",25,-47,-250.49603924157304,"{0: 46, 1: 8, 2: 12, 3: 4, 4: 2}",0
72,False,"{'a': 0.9, 'e': 0.9304973749532336}",25,-100,-414.0981452447571,"{0: 82, 1: 10, 2: 25, 3: 4, 4: 4}",0
73,False,"{'a': 0.9, 'e': 0.9295668775782804}",35,-59,-411.16389869367066,"{0: 57, 1: 7, 2: 22, 3: 4, 4: 4}",0
74,False,"{'a': 0.9, 'e': 0.9286373107007021}",20,-100,-321.6333833287385,"{0: 82, 1: 13, 2: 19, 3: 3, 4: 3}",0
75,False,"{'a': 0.9, 'e': 0.9277086733900014}",35,-1,-157.8380607069988,"{0: 22, 1: 5, 2: 6, 3: 1, 4: 2}",1
76,False,"{'a': 0.9, 'e': 0.9267809647166114}",20,-2,-170.89929325124822,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 2}",0
77,False,"{'a': 0.9, 'e': 0.9258541837518948}",25,-100,-695.5418077884547,"{0: 72, 1: 12, 2: 26, 3: 6, 4: 9}",0
78,False,"{'a': 0.9, 'e': 0.9249283295681429}",20,-100,-435.8952298536617,"{0: 82, 1: 13, 2: 15, 3: 3, 4: 7}",0
79,False,"{'a': 0.9, 'e': 0.9240034012385747}",20,-100,-500.65397389445906,"{0: 74, 1: 8, 2: 29, 3: 4, 4: 5}",0
80,False,"{'a': 0.9, 'e': 0.9230793978373362}",25,-41,-177.907126274584,"{0: 47, 1: 7, 2: 7, 3: 3, 4: 2}",0
81,False,"{'a': 0.9, 'e': 0.9221563184394989}",20,-4,-147.14593029769136,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 4}",0
82,False,"{'a': 0.9, 'e': 0.9212341621210594}",25,-22,-225.39144479322172,"{0: 31, 1: 4, 2: 7, 3: 1, 4: 4}",0
83,False,"{'a': 0.9, 'e': 0.9203129279589383}",20,-7,-175.15852815353608,"{0: 13, 1: 3, 2: 8, 3: 1, 4: 2}",0
84,False,"{'a': 0.9, 'e': 0.9193926150309794}",20,-100,-503.8467046003907,"{0: 69, 1: 17, 2: 26, 3: 3, 4: 5}",0
85,False,"{'a': 0.9, 'e': 0.9184732224159483}",20,-10,-124.38233318274784,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
86,False,"{'a': 0.9, 'e': 0.9175547491935324}",20,4,1.2194872501813079,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
87,False,"{'a': 0.9, 'e': 0.9166371944443389}",25,-100,-551.3165082956328,"{0: 81, 1: 13, 2: 19, 3: 3, 4: 9}",0
88,False,"{'a': 0.9, 'e': 0.9157205572498945}",20,-100,-664.4192521245487,"{0: 66, 1: 19, 2: 22, 3: 4, 4: 9}",0
89,False,"{'a': 0.9, 'e': 0.9148048366926447}",35,2,-132.95084051603376,"{0: 20, 1: 3, 2: 8, 3: 1, 4: 1}",1
90,False,"{'a': 0.9, 'e': 0.913890031855952}",25,-49,-464.02857713272857,"{0: 43, 1: 3, 2: 17, 3: 5, 4: 6}",0
91,False,"{'a': 0.9, 'e': 0.912976141824096}",30,-100,-432.08969513512005,"{0: 90, 1: 9, 2: 22, 3: 4, 4: 5}",0
92,False,"{'a': 0.9, 'e': 0.912063165682272}",30,-14,-230.95997335579455,"{0: 33, 1: 2, 2: 2, 3: 1, 4: 6}",0
93,False,"{'a': 0.9, 'e': 0.9111511025165897}",20,-77,-614.1805840469054,"{0: 54, 1: 9, 2: 20, 3: 6, 4: 8}",0
94,False,"{'a': 0.9, 'e': 0.9102399514140731}",20,-90,-842.9649214789054,"{0: 55, 1: 16, 2: 19, 3: 8, 4: 12}",0
95,False,"{'a': 0.9, 'e': 0.9093297114626591}",25,-82,-669.6658394073128,"{0: 66, 1: 5, 2: 19, 3: 6, 4: 11}",0
96,False,"{'a': 0.9, 'e': 0.9084203817511963}",20,-77,-394.1456737933058,"{0: 64, 1: 13, 2: 12, 3: 1, 4: 7}",0
97,False,"{'a': 0.9, 'e': 0.9075119613694451}",20,-50,-551.5105726237033,"{0: 38, 1: 5, 2: 15, 3: 2, 4: 10}",0
98,False,"{'a': 0.9, 'e': 0.9066044494080757}",30,-87,-516.9187440853252,"{0: 74, 1: 17, 2: 14, 3: 4, 4: 8}",0
99,False,"{'a': 0.9, 'e': 0.9056978449586677}",25,-45,-364.0934998950581,"{0: 46, 1: 5, 2: 11, 3: 1, 4: 7}",0
100,False,"{'a': 0.9, 'e': 0.9047921471137089}",20,-40,-177.60241847120992,"{0: 41, 1: 6, 2: 8, 3: 4, 4: 1}",0
101,False,"{'a': 0.9, 'e': 0.9038873549665952}",20,-100,-681.9172706450706,"{0: 68, 1: 13, 2: 24, 3: 6, 4: 9}",0
102,False,"{'a': 0.9, 'e': 0.9029834676116286}",25,-63,-473.27460886947125,"{0: 57, 1: 5, 2: 13, 3: 6, 4: 7}",0
103,False,"{'a': 0.9, 'e': 0.902080484144017}",20,-47,-332.8575533957153,"{0: 36, 1: 14, 2: 12, 3: 0, 4: 5}",0
104,False,"{'a': 0.9, 'e': 0.901178403659873}",20,2,-40.516520510838156,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
105,False,"{'a': 0.9, 'e': 0.9002772252562131}",20,3,-90.10927518675187,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 1}",1
106,False,"{'a': 0.9, 'e': 0.8993769480309569}",25,-5,-14.94616371713414,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
107,False,"{'a': 0.9, 'e': 0.8984775710829259}",20,-100,-346.0922625366891,"{0: 79, 1: 18, 2: 16, 3: 4, 4: 3}",0
108,False,"{'a': 0.9, 'e': 0.8975790935118431}",35,-89,-549.1652332915669,"{0: 77, 1: 13, 2: 20, 3: 8, 4: 6}",0
109,False,"{'a': 0.9, 'e': 0.8966815144183312}",20,-31,-120.00298247943972,"{0: 38, 1: 4, 2: 6, 3: 1, 4: 2}",0
110,False,"{'a': 0.9, 'e': 0.8957848329039129}",25,-92,-574.4860724183229,"{0: 70, 1: 14, 2: 19, 3: 7, 4: 7}",0
111,False,"{'a': 0.9, 'e': 0.894889048071009}",35,5,-176.83826256225564,"{0: 16, 1: 2, 2: 9, 3: 1, 4: 2}",1
112,False,"{'a': 0.9, 'e': 0.8939941590229379}",25,-100,-454.0302305308392,"{0: 79, 1: 8, 2: 31, 3: 2, 4: 5}",0
113,False,"{'a': 0.9, 'e': 0.893100164863915}",20,-32,-160.72927724137602,"{0: 34, 1: 4, 2: 11, 3: 2, 4: 1}",0
114,False,"{'a': 0.9, 'e': 0.8922070646990511}",25,-70,-539.5355493468755,"{0: 52, 1: 12, 2: 19, 3: 6, 4: 6}",0
115,False,"{'a': 0.9, 'e': 0.891314857634352}",30,-5,-230.5055174151096,"{0: 20, 1: 4, 2: 6, 3: 1, 4: 4}",0
116,False,"{'a': 0.9, 'e': 0.8904235427767176}",30,-33,-417.0705139790207,"{0: 36, 1: 11, 2: 6, 3: 2, 4: 8}",0
117,False,"{'a': 0.9, 'e': 0.889533119233941}",20,-100,-409.20286120373817,"{0: 79, 1: 14, 2: 18, 3: 4, 4: 5}",0
118,False,"{'a': 0.9, 'e': 0.8886435861147071}",20,-95,-383.73217002809804,"{0: 77, 1: 12, 2: 19, 3: 2, 4: 5}",0
119,False,"{'a': 0.9, 'e': 0.8877549425285923}",30,-41,-368.17306984104016,"{0: 44, 1: 7, 2: 13, 3: 1, 4: 6}",0
120,False,"{'a': 0.9, 'e': 0.8868671875860638}",25,-45,-237.9573768554941,"{0: 48, 1: 8, 2: 8, 3: 3, 4: 3}",0
121,False,"{'a': 0.9, 'e': 0.8859803203984776}",25,-59,-401.4818729731831,"{0: 47, 1: 15, 2: 15, 3: 2, 4: 5}",0
122,False,"{'a': 0.9, 'e': 0.8850943400780792}",25,-9,-204.90222427095122,"{0: 16, 1: 4, 2: 11, 3: 1, 4: 2}",0
123,False,"{'a': 0.9, 'e': 0.8842092457380011}",25,-81,-290.3084773254137,"{0: 71, 1: 8, 2: 22, 3: 3, 4: 2}",0
124,False,"{'a': 0.9, 'e': 0.8833250364922631}",25,-21,-162.41325075372075,"{0: 29, 1: 7, 2: 5, 3: 4, 4: 1}",0
125,False,"{'a': 0.9, 'e': 0.8824417114557708}",30,-82,-344.3975052213948,"{0: 77, 1: 11, 2: 16, 3: 4, 4: 4}",0
126,False,"{'a': 0.9, 'e': 0.8815592697443151}",25,-4,-191.26235584384048,"{0: 18, 1: 1, 2: 5, 3: 2, 4: 3}",0
127,False,"{'a': 0.9, 'e': 0.8806777104745708}",20,-70,-292.2816626289739,"{0: 58, 1: 10, 2: 16, 3: 4, 4: 2}",0
128,False,"{'a': 0.9, 'e': 0.8797970327640962}",25,-41,-314.08586402681476,"{0: 41, 1: 5, 2: 12, 3: 4, 4: 4}",0
129,False,"{'a': 0.9, 'e': 0.8789172357313321}",30,-38,-301.9084662580833,"{0: 43, 1: 8, 2: 11, 3: 1, 4: 5}",0
130,False,"{'a': 0.9, 'e': 0.8780383184956008}",20,5,-10.203718613689556,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.9, 'e': 0.8771602801771051}",25,-100,-538.8992840042889,"{0: 78, 1: 15, 2: 20, 3: 5, 4: 7}",0
132,False,"{'a': 0.9, 'e': 0.8762831198969281}",20,-58,-344.46953057434854,"{0: 47, 1: 7, 2: 18, 3: 2, 4: 4}",0
133,False,"{'a': 0.9, 'e': 0.8754068367770311}",25,-55,-292.6633125338458,"{0: 54, 1: 9, 2: 9, 3: 4, 4: 4}",0
134,False,"{'a': 0.9, 'e': 0.8745314299402541}",20,9,-62.228997249162234,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 1}",1
135,False,"{'a': 0.9, 'e': 0.8736568985103138}",20,-69,-335.44717744061666,"{0: 63, 1: 6, 2: 12, 3: 2, 4: 6}",0
136,False,"{'a': 0.9, 'e': 0.8727832416118035}",20,-86,-465.1699016712748,"{0: 61, 1: 14, 2: 24, 3: 2, 4: 5}",0
137,False,"{'a': 0.9, 'e': 0.8719104583701917}",30,-37,-321.1709227034577,"{0: 39, 1: 14, 2: 7, 3: 2, 4: 5}",0
138,False,"{'a': 0.9, 'e': 0.8710385479118216}",20,-1,-216.08969409611592,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 4}",1
139,False,"{'a': 0.9, 'e': 0.8701675093639096}",20,-2,-88.98946187991245,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 1}",0
140,False,"{'a': 0.9, 'e': 0.8692973418545458}",20,-100,-638.0727090167245,"{0: 65, 1: 15, 2: 30, 3: 3, 4: 7}",0
141,False,"{'a': 0.9, 'e': 0.8684280445126912}",30,-18,-193.65122799817254,"{0: 32, 1: 5, 2: 6, 3: 2, 4: 3}",0
142,False,"{'a': 0.9, 'e': 0.8675596164681786}",20,-14,-150.22920575750928,"{0: 24, 1: 2, 2: 4, 3: 1, 4: 3}",0
143,False,"{'a': 0.9, 'e': 0.8666920568517104}",20,-24,-146.58263464296505,"{0: 28, 1: 5, 2: 8, 3: 2, 4: 1}",0
144,False,"{'a': 0.9, 'e': 0.8658253647948586}",20,-91,-706.8641715908853,"{0: 69, 1: 6, 2: 18, 3: 6, 4: 12}",0
145,False,"{'a': 0.9, 'e': 0.8649595394300638}",30,-100,-677.3339465145442,"{0: 80, 1: 14, 2: 19, 3: 8, 4: 9}",0
146,False,"{'a': 0.9, 'e': 0.8640945798906338}",25,-41,-133.47478312750218,"{0: 47, 1: 6, 2: 11, 3: 1, 4: 1}",0
147,False,"{'a': 0.9, 'e': 0.8632304853107431}",25,-21,-247.85965665579738,"{0: 29, 1: 3, 2: 9, 3: 1, 4: 4}",0
148,False,"{'a': 0.9, 'e': 0.8623672548254323}",25,-42,-215.64900959443264,"{0: 41, 1: 10, 2: 13, 3: 1, 4: 2}",0
149,False,"{'a': 0.9, 'e': 0.861504887570607}",35,-26,-277.17409985483374,"{0: 34, 1: 8, 2: 15, 3: 1, 4: 3}",0
150,False,"{'a': 0.9, 'e': 0.8606433826830363}",20,-16,-79.64723639966529,"{0: 25, 1: 6, 2: 3, 3: 1, 4: 1}",0
151,False,"{'a': 0.9, 'e': 0.8597827393003533}",20,1,-55.63925490414352,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 0}",1
152,False,"{'a': 0.9, 'e': 0.8589229565610529}",25,-90,-586.1452355585093,"{0: 79, 1: 10, 2: 11, 3: 3, 4: 12}",0
153,False,"{'a': 0.9, 'e': 0.8580640336044919}",25,-81,-448.56110558595896,"{0: 65, 1: 15, 2: 15, 3: 6, 4: 5}",0
154,False,"{'a': 0.9, 'e': 0.8572059695708873}",20,-40,-273.4641860908101,"{0: 36, 1: 8, 2: 11, 3: 1, 4: 4}",0
155,False,"{'a': 0.9, 'e': 0.8563487636013165}",25,-7,-151.88481969138485,"{0: 16, 1: 4, 2: 8, 3: 4, 4: 0}",0
156,False,"{'a': 0.9, 'e': 0.8554924148377152}",35,-100,-484.6484879178853,"{0: 98, 1: 6, 2: 17, 3: 6, 4: 8}",0
157,False,"{'a': 0.9, 'e': 0.8546369224228775}",25,-100,-483.9897321535853,"{0: 83, 1: 11, 2: 21, 3: 4, 4: 6}",0
158,False,"{'a': 0.9, 'e': 0.8537822855004545}",30,-20,-259.79234842441116,"{0: 29, 1: 3, 2: 13, 3: 2, 4: 3}",0
159,False,"{'a': 0.9, 'e': 0.8529285032149541}",20,-23,-36.3336600969713,"{0: 34, 1: 3, 2: 4, 3: 2, 4: 0}",0
160,False,"{'a': 0.9, 'e': 0.8520755747117391}",25,7,-31.123992757251948,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
161,False,"{'a': 0.9, 'e': 0.8512234991370274}",30,-58,-377.44388243281236,"{0: 55, 1: 3, 2: 24, 3: 2, 4: 4}",0
162,False,"{'a': 0.9, 'e': 0.8503722756378904}",20,-14,-77.26082051399379,"{0: 27, 1: 1, 2: 2, 3: 3, 4: 1}",0
163,False,"{'a': 0.9, 'e': 0.8495219033622525}",20,-28,-211.75720035450638,"{0: 30, 1: 7, 2: 6, 3: 2, 4: 3}",0
164,False,"{'a': 0.9, 'e': 0.8486723814588902}",20,-6,-78.13332003207891,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 1}",0
165,False,"{'a': 0.9, 'e': 0.8478237090774313}",30,-24,-209.41115240084704,"{0: 36, 1: 6, 2: 8, 3: 0, 4: 4}",0
166,False,"{'a': 0.9, 'e': 0.8469758853683539}",30,-57,-280.1881174328716,"{0: 59, 1: 6, 2: 16, 3: 3, 4: 3}",0
167,False,"{'a': 0.9, 'e': 0.8461289094829856}",30,-55,-440.1914578813318,"{0: 51, 1: 15, 2: 8, 3: 4, 4: 7}",0
168,False,"{'a': 0.9, 'e': 0.8452827805735026}",25,-18,-128.20008129249214,"{0: 27, 1: 9, 2: 5, 3: 0, 4: 2}",0
169,False,"{'a': 0.9, 'e': 0.8444374977929291}",20,3,-113.43590785906474,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 2}",1
170,False,"{'a': 0.9, 'e': 0.8435930602951361}",25,-1,-101.9359435587695,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 2}",1
171,False,"{'a': 0.9, 'e': 0.842749467234841}",20,-24,-216.34085245858253,"{0: 26, 1: 6, 2: 8, 3: 0, 4: 4}",0
172,False,"{'a': 0.9, 'e': 0.8419067177676062}",30,4,-55.09941833454741,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 0}",1
173,False,"{'a': 0.9, 'e': 0.8410648110498385}",25,-100,-461.4332573469177,"{0: 79, 1: 15, 2: 21, 3: 5, 4: 5}",0
174,False,"{'a': 0.9, 'e': 0.8402237462387887}",20,-3,-19.958896419065695,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 0}",0
175,False,"{'a': 0.9, 'e': 0.8393835224925499}",20,-4,-93.38401961461044,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 2}",0
176,False,"{'a': 0.9, 'e': 0.8385441389700574}",35,-14,-135.2392085163369,"{0: 31, 1: 7, 2: 9, 3: 1, 4: 1}",0
177,False,"{'a': 0.9, 'e': 0.8377055948310873}",20,-97,-529.9444926772734,"{0: 74, 1: 9, 2: 23, 3: 4, 4: 7}",0
178,False,"{'a': 0.9, 'e': 0.8368678892362562}",20,-22,-189.6786301152845,"{0: 25, 1: 2, 2: 12, 3: 1, 4: 2}",0
179,False,"{'a': 0.9, 'e': 0.83603102134702}",30,-38,-395.80925304740714,"{0: 43, 1: 4, 2: 10, 3: 5, 4: 6}",0
180,False,"{'a': 0.9, 'e': 0.8351949903256729}",30,-100,-400.68985169236976,"{0: 86, 1: 9, 2: 28, 3: 4, 4: 3}",0
181,False,"{'a': 0.9, 'e': 0.8343597953353473}",30,18,-43.665463324088456,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
182,False,"{'a': 0.9, 'e': 0.8335254355400119}",20,-59,-402.7842641672077,"{0: 50, 1: 5, 2: 13, 3: 6, 4: 5}",0
