trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.9, 'e': 0.832691910104472}",35,3,-217.4969285500437,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 3}",1
184,False,"{'a': 0.9, 'e': 0.8318592181943675}",20,-18,-92.03156021934053,"{0: 25, 1: 3, 2: 8, 3: 2, 4: 0}",0
185,False,"{'a': 0.9, 'e': 0.8310273589761731}",20,-5,-60.9800232851399,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
186,False,"{'a': 0.9, 'e': 0.8301963316171969}",20,-23,-197.16460699809275,"{0: 25, 1: 5, 2: 9, 3: 2, 4: 2}",0
187,False,"{'a': 0.9, 'e': 0.8293661352855797}",25,-58,-447.5793119843266,"{0: 52, 1: 4, 2: 17, 3: 3, 4: 7}",0
188,False,"{'a': 0.9, 'e': 0.8285367691502942}",30,-52,-296.7080473038459,"{0: 55, 1: 5, 2: 15, 3: 4, 4: 3}",0
189,False,"{'a': 0.9, 'e': 0.8277082323811439}",20,8,-51.593535145674025,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
190,False,"{'a': 0.9, 'e': 0.8268805241487627}",25,10,-118.77768528362527,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 2}",1
191,False,"{'a': 0.9, 'e': 0.826053643624614}",25,-35,-95.64472140233552,"{0: 44, 1: 5, 2: 10, 3: 0, 4: 1}",0
192,False,"{'a': 0.9, 'e': 0.8252275899809893}",25,13,-56.24721533616976,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
193,False,"{'a': 0.9, 'e': 0.8244023623910083}",30,12,-134.1572780766453,"{0: 9, 1: 0, 2: 7, 3: 0, 4: 2}",1
194,False,"{'a': 0.9, 'e': 0.8235779600286173}",25,13,-7.496766131509025,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.9, 'e': 0.8227543820685886}",25,10,-65.15763988604074,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 1}",1
196,False,"{'a': 0.9, 'e': 0.8219316276865201}",20,13,-52.83935606308168,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
197,False,"{'a': 0.9, 'e': 0.8211096960588335}",20,-29,-125.14697622404152,"{0: 38, 1: 0, 2: 8, 3: 1, 4: 2}",0
198,False,"{'a': 0.9, 'e': 0.8202885863627748}",25,-13,-193.1432263199587,"{0: 23, 1: 1, 2: 10, 3: 2, 4: 2}",0
199,False,"{'a': 0.9, 'e': 0.819468297776412}",35,-37,-385.79263159236314,"{0: 42, 1: 7, 2: 15, 3: 3, 4: 5}",0
200,False,"{'a': 0.9, 'e': 0.8186488294786356}",30,-65,-272.60300874909234,"{0: 63, 1: 9, 2: 16, 3: 6, 4: 1}",0
201,False,"{'a': 0.9, 'e': 0.8178301806491569}",30,-22,-310.46843120501006,"{0: 33, 1: 3, 2: 8, 3: 2, 4: 6}",0
202,False,"{'a': 0.9, 'e': 0.8170123504685077}",25,-50,-211.0998841123361,"{0: 51, 1: 12, 2: 7, 3: 2, 4: 3}",0
203,False,"{'a': 0.9, 'e': 0.8161953381180392}",20,-31,-119.99097454428262,"{0: 34, 1: 7, 2: 8, 3: 1, 4: 1}",0
204,False,"{'a': 0.9, 'e': 0.8153791427799212}",20,-26,-191.84481380040222,"{0: 31, 1: 4, 2: 6, 3: 2, 4: 3}",0
205,False,"{'a': 0.9, 'e': 0.8145637636371413}",20,-52,-60.01103484388318,"{0: 56, 1: 5, 2: 10, 3: 1, 4: 0}",0
206,False,"{'a': 0.9, 'e': 0.8137491998735041}",25,-8,-202.80818198977164,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 3}",0
207,False,"{'a': 0.9, 'e': 0.8129354506736306}",30,-44,-278.0497449179227,"{0: 51, 1: 8, 2: 8, 3: 2, 4: 5}",0
208,False,"{'a': 0.9, 'e': 0.812122515222957}",20,-28,-112.34968366916938,"{0: 32, 1: 5, 2: 10, 3: 0, 4: 1}",0
209,False,"{'a': 0.9, 'e': 0.8113103927077341}",30,10,-87.27558727510534,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",1
210,False,"{'a': 0.9, 'e': 0.8104990823150263}",20,-49,-251.70095295589394,"{0: 45, 1: 7, 2: 12, 3: 2, 4: 3}",0
211,False,"{'a': 0.9, 'e': 0.8096885832327113}",20,-80,-381.92685925768006,"{0: 65, 1: 7, 2: 21, 3: 2, 4: 5}",0
212,False,"{'a': 0.9, 'e': 0.8088788946494786}",20,-36,-249.97384024518854,"{0: 34, 1: 6, 2: 11, 3: 2, 4: 3}",0
213,False,"{'a': 0.9, 'e': 0.8080700157548291}",20,11,-16.311139893386517,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.9, 'e': 0.8072619457390743}",25,-59,-317.77109053121075,"{0: 54, 1: 10, 2: 13, 3: 3, 4: 4}",0
215,False,"{'a': 0.9, 'e': 0.8064546837933352}",30,-22,-137.90239407298657,"{0: 38, 1: 6, 2: 5, 3: 0, 4: 3}",0
216,False,"{'a': 0.9, 'e': 0.8056482291095418}",25,-4,-58.07404695112744,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 1}",0
217,False,"{'a': 0.9, 'e': 0.8048425808804324}",30,2,-166.14783525006277,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 3}",1
218,False,"{'a': 0.9, 'e': 0.8040377382995519}",20,-12,-179.54725175283576,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 3}",0
219,False,"{'a': 0.9, 'e': 0.8032337005612523}",30,16,-19.25326017702053,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
220,False,"{'a': 0.9, 'e': 0.8024304668606911}",30,-28,-191.09721611078308,"{0: 34, 1: 7, 2: 15, 3: 1, 4: 1}",0
221,False,"{'a': 0.9, 'e': 0.8016280363938304}",20,-47,-214.04134228923274,"{0: 43, 1: 7, 2: 14, 3: 1, 4: 2}",0
222,False,"{'a': 0.9, 'e': 0.8008264083574366}",20,-57,-290.58717619914523,"{0: 50, 1: 7, 2: 15, 3: 1, 4: 4}",0
223,False,"{'a': 0.9, 'e': 0.8000255819490791}",20,-48,-124.16504119043196,"{0: 53, 1: 3, 2: 8, 3: 2, 4: 2}",0
224,False,"{'a': 0.9, 'e': 0.79922555636713}",20,4,-33.19876471999608,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
225,False,"{'a': 0.9, 'e': 0.7984263308107629}",25,1,1.1936020420982818,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
226,False,"{'a': 0.9, 'e': 0.7976279044799521}",30,4,-48.57818055687941,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 0}",1
227,False,"{'a': 0.9, 'e': 0.7968302765754722}",25,-27,-193.75826496269187,"{0: 31, 1: 5, 2: 12, 3: 3, 4: 1}",0
228,False,"{'a': 0.9, 'e': 0.7960334462988967}",20,-22,-151.22062223728355,"{0: 30, 1: 4, 2: 5, 3: 0, 4: 3}",0
229,False,"{'a': 0.9, 'e': 0.7952374128525979}",20,10,-0.961376850447313,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.9, 'e': 0.7944421754397453}",30,18,-6.639509913421776,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.9, 'e': 0.7936477332643055}",20,-7,-85.73041420161141,"{0: 19, 1: 1, 2: 5, 3: 1, 4: 1}",0
232,False,"{'a': 0.9, 'e': 0.7928540855310412}",20,2,-19.333095345899242,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
233,False,"{'a': 0.9, 'e': 0.7920612314455101}",20,-1,-36.71132373392344,"{0: 14, 1: 4, 2: 2, 3: 1, 4: 0}",1
234,False,"{'a': 0.9, 'e': 0.7912691702140646}",20,5,-31.052804949058984,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.9, 'e': 0.7904779010438505}",20,3,-57.928756334210675,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
236,False,"{'a': 0.9, 'e': 0.7896874231428067}",25,13,-22.391109186951503,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
237,False,"{'a': 0.9, 'e': 0.7888977357196639}",30,19,-22.165473146939437,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
238,False,"{'a': 0.9, 'e': 0.7881088379839443}",20,-53,-295.8021958482816,"{0: 52, 1: 5, 2: 9, 3: 1, 4: 6}",0
239,False,"{'a': 0.9, 'e': 0.7873207291459603}",30,-52,-291.04086002437134,"{0: 50, 1: 9, 2: 17, 3: 4, 4: 2}",0
240,False,"{'a': 0.9, 'e': 0.7865334084168143}",20,9,-19.434557746753498,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 0.9, 'e': 0.7857468750083975}",30,-58,-209.58606458013895,"{0: 61, 1: 7, 2: 17, 3: 1, 4: 2}",0
242,False,"{'a': 0.9, 'e': 0.7849611281333891}",25,-8,-47.31053536140007,"{0: 26, 1: 2, 2: 4, 3: 0, 4: 1}",0
243,False,"{'a': 0.9, 'e': 0.7841761670052557}",30,7,-109.24040255508771,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 2}",1
244,False,"{'a': 0.9, 'e': 0.7833919908382505}",30,-12,-216.3287378533463,"{0: 29, 1: 1, 2: 6, 3: 2, 4: 4}",0
245,False,"{'a': 0.9, 'e': 0.7826085988474122}",20,-64,-202.89648318249868,"{0: 61, 1: 7, 2: 11, 3: 2, 4: 3}",0
246,False,"{'a': 0.9, 'e': 0.7818259902485648}",20,-6,-75.31206111299102,"{0: 16, 1: 3, 2: 5, 3: 2, 4: 0}",0
247,False,"{'a': 0.9, 'e': 0.7810441642583162}",20,-39,-172.05372405855056,"{0: 39, 1: 6, 2: 12, 3: 0, 4: 2}",0
248,False,"{'a': 0.9, 'e': 0.780263120094058}",20,3,-65.98522108548977,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
249,False,"{'a': 0.9, 'e': 0.7794828569739639}",20,-94,-344.77112345470067,"{0: 78, 1: 10, 2: 17, 3: 6, 4: 3}",0
250,False,"{'a': 0.9, 'e': 0.7787033741169899}",25,8,-47.693801378776485,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 0}",1
251,False,"{'a': 0.9, 'e': 0.7779246707428729}",25,-75,-532.6150493207512,"{0: 57, 1: 13, 2: 18, 3: 5, 4: 7}",0
252,False,"{'a': 0.9, 'e': 0.7771467460721301}",25,-100,-419.18904681732835,"{0: 90, 1: 9, 2: 17, 3: 1, 4: 8}",0
253,False,"{'a': 0.9, 'e': 0.7763695993260579}",25,-3,-102.84357266939791,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 1}",0
254,False,"{'a': 0.9, 'e': 0.7755932297267318}",25,-39,-98.32675233393967,"{0: 48, 1: 3, 2: 10, 3: 3, 4: 0}",0
255,False,"{'a': 0.9, 'e': 0.7748176364970051}",30,12,-48.92890330627895,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 0}",1
256,False,"{'a': 0.9, 'e': 0.7740428188605081}",20,2,-29.559018079936962,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
257,False,"{'a': 0.9, 'e': 0.7732687760416476}",25,-17,-252.17001847376318,"{0: 24, 1: 5, 2: 7, 3: 2, 4: 4}",0
258,False,"{'a': 0.9, 'e': 0.7724955072656059}",25,-55,-130.4223465404626,"{0: 61, 1: 5, 2: 11, 3: 2, 4: 1}",0
259,False,"{'a': 0.9, 'e': 0.7717230117583403}",25,1,-107.35970941344559,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 2}",1
260,False,"{'a': 0.9, 'e': 0.770951288746582}",20,-6,-102.38700643110045,"{0: 14, 1: 5, 2: 4, 3: 3, 4: 0}",0
261,False,"{'a': 0.9, 'e': 0.7701803374578354}",25,-26,-111.07148058165501,"{0: 37, 1: 7, 2: 5, 3: 0, 4: 2}",0
262,False,"{'a': 0.9, 'e': 0.7694101571203776}",30,-32,-73.5447592219757,"{0: 50, 1: 0, 2: 10, 3: 1, 4: 1}",0
263,False,"{'a': 0.9, 'e': 0.7686407469632572}",20,-9,-99.06278390607169,"{0: 17, 1: 0, 2: 11, 3: 1, 4: 0}",0
264,False,"{'a': 0.9, 'e': 0.767872106216294}",25,16,-8.358679778790222,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
265,False,"{'a': 0.9, 'e': 0.7671042341100777}",35,-5,-48.03645547038003,"{0: 32, 1: 5, 2: 1, 3: 1, 4: 1}",0
266,False,"{'a': 0.9, 'e': 0.7663371298759676}",20,1,-4.982126809067079,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.9, 'e': 0.7655707927460916}",25,-29,-246.0100783598019,"{0: 35, 1: 1, 2: 12, 3: 3, 4: 3}",0
268,False,"{'a': 0.9, 'e': 0.7648052219533455}",20,-5,-38.05771466802652,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
269,False,"{'a': 0.9, 'e': 0.7640404167313921}",30,-41,-239.48966898439141,"{0: 46, 1: 9, 2: 11, 3: 2, 4: 3}",0
270,False,"{'a': 0.9, 'e': 0.7632763763146607}",30,-5,-55.26883889055472,"{0: 24, 1: 3, 2: 8, 3: 0, 4: 0}",0
271,False,"{'a': 0.9, 'e': 0.7625130999383462}",20,8,-28.64921766594931,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
272,False,"{'a': 0.9, 'e': 0.7617505868384078}",20,-22,-142.0719240169805,"{0: 28, 1: 2, 2: 8, 3: 3, 4: 1}",0
273,False,"{'a': 0.9, 'e': 0.7609888362515693}",20,-14,-214.70361678135296,"{0: 19, 1: 3, 2: 7, 3: 2, 4: 3}",0
274,False,"{'a': 0.9, 'e': 0.7602278474153178}",30,-48,-172.88086090303418,"{0: 56, 1: 9, 2: 8, 3: 3, 4: 2}",0
275,False,"{'a': 0.9, 'e': 0.7594676195679024}",25,-53,-352.4535827185821,"{0: 49, 1: 12, 2: 7, 3: 5, 4: 5}",0
276,False,"{'a': 0.9, 'e': 0.7587081519483345}",20,1,-66.80853486980713,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 1}",1
277,False,"{'a': 0.9, 'e': 0.7579494437963862}",20,-2,-78.54115271487301,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",0
278,False,"{'a': 0.9, 'e': 0.7571914943525898}",20,-54,-296.9676415910511,"{0: 49, 1: 4, 2: 14, 3: 4, 4: 3}",0
279,False,"{'a': 0.9, 'e': 0.7564343028582372}",20,0,-12.249539921863196,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
280,False,"{'a': 0.9, 'e': 0.755677868555379}",20,2,-10.72545074102036,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.9, 'e': 0.7549221906868236}",20,-7,-96.04293976796494,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 2}",0
282,False,"{'a': 0.9, 'e': 0.7541672684961368}",35,-42,-200.31223989357275,"{0: 57, 1: 6, 2: 10, 3: 0, 4: 4}",0
283,False,"{'a': 0.9, 'e': 0.7534131012276407}",30,0,-97.93628722127016,"{0: 21, 1: 0, 2: 7, 3: 1, 4: 1}",1
284,False,"{'a': 0.9, 'e': 0.752659688126413}",25,-10,-73.36119811717415,"{0: 23, 1: 3, 2: 8, 3: 1, 4: 0}",0
285,False,"{'a': 0.9, 'e': 0.7519070284382866}",25,-31,-308.76377792785564,"{0: 37, 1: 2, 2: 10, 3: 1, 4: 6}",0
286,False,"{'a': 0.9, 'e': 0.7511551214098483}",25,-46,-247.6494612642686,"{0: 49, 1: 7, 2: 9, 3: 2, 4: 4}",0
287,False,"{'a': 0.9, 'e': 0.7504039662884385}",20,-28,-209.94496800009367,"{0: 30, 1: 10, 2: 4, 3: 0, 4: 4}",0
288,False,"{'a': 0.9, 'e': 0.7496535623221501}",30,-26,-223.03741580837897,"{0: 38, 1: 4, 2: 8, 3: 3, 4: 3}",0
289,False,"{'a': 0.9, 'e': 0.7489039087598279}",20,13,1.1776528588386426,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.9, 'e': 0.7481550048510681}",20,-43,-292.8815865822811,"{0: 41, 1: 6, 2: 9, 3: 2, 4: 5}",0
291,False,"{'a': 0.9, 'e': 0.747406849846217}",30,-4,-123.43486863132844,"{0: 26, 1: 2, 2: 3, 3: 0, 4: 3}",0
292,False,"{'a': 0.9, 'e': 0.7466594429963708}",25,-100,-585.1775198711435,"{0: 82, 1: 4, 2: 27, 3: 3, 4: 9}",0
293,False,"{'a': 0.9, 'e': 0.7459127835533744}",25,-17,-200.72220803108445,"{0: 25, 1: 2, 2: 11, 3: 2, 4: 2}",0
294,False,"{'a': 0.9, 'e': 0.745166870769821}",20,6,-30.029337585325997,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
295,False,"{'a': 0.9, 'e': 0.7444217038990512}",20,-14,12.004578646127818,"{0: 29, 1: 3, 2: 2, 3: 0, 4: 0}",0
296,False,"{'a': 0.9, 'e': 0.7436772821951522}",30,-95,-325.9384323688788,"{0: 93, 1: 9, 2: 14, 3: 4, 4: 5}",0
297,False,"{'a': 0.9, 'e': 0.742933604912957}",25,5,-26.889027714336013,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
298,False,"{'a': 0.9, 'e': 0.7421906713080441}",20,-8,-74.4251755253851,"{0: 18, 1: 5, 2: 4, 3: 0, 4: 1}",0
299,False,"{'a': 0.9, 'e': 0.741448480636736}",30,12,-81.93956578060414,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
300,False,"{'a': 0.9, 'e': 0.7407070321560992}",20,8,-5.1274493587180885,"{0: 8, 1: 4, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.9, 'e': 0.7399663251239431}",20,-58,-372.163028579634,"{0: 48, 1: 6, 2: 17, 3: 2, 4: 5}",0
302,False,"{'a': 0.9, 'e': 0.7392263587988193}",30,-13,-155.3018363106952,"{0: 30, 1: 5, 2: 5, 3: 0, 4: 3}",0
303,False,"{'a': 0.9, 'e': 0.7384871324400204}",20,-4,-76.39249648980537,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 1}",0
304,False,"{'a': 0.9, 'e': 0.7377486453075803}",20,0,-47.536759907041095,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",1
305,False,"{'a': 0.9, 'e': 0.7370108966622728}",20,4,-115.01583157571815,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 2}",1
306,False,"{'a': 0.9, 'e': 0.7362738857656105}",20,-19,-62.12222022146164,"{0: 28, 1: 6, 2: 4, 3: 0, 4: 1}",0
307,False,"{'a': 0.9, 'e': 0.7355376118798449}",25,-40,-130.08564633631886,"{0: 51, 1: 4, 2: 6, 3: 1, 4: 3}",0
308,False,"{'a': 0.9, 'e': 0.7348020742679651}",30,-16,-231.42772057407757,"{0: 26, 1: 10, 2: 4, 3: 3, 4: 3}",0
309,False,"{'a': 0.9, 'e': 0.734067272193697}",20,0,-52.999347082016,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
310,False,"{'a': 0.9, 'e': 0.7333332049215034}",25,-23,-50.17593051226683,"{0: 38, 1: 4, 2: 5, 3: 0, 4: 1}",0
311,False,"{'a': 0.9, 'e': 0.7325998717165819}",20,-19,-142.90076899607544,"{0: 24, 1: 7, 2: 4, 3: 2, 4: 2}",0
312,False,"{'a': 0.9, 'e': 0.7318672718448653}",30,12,-4.92319621133085,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
313,False,"{'a': 0.9, 'e': 0.7311354045730205}",30,14,-38.479177391128204,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
314,False,"{'a': 0.9, 'e': 0.7304042691684475}",25,-15,-80.66960205127135,"{0: 29, 1: 3, 2: 7, 3: 0, 4: 1}",0
315,False,"{'a': 0.9, 'e': 0.729673864899279}",20,-8,-29.059097768979115,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 0}",0
316,False,"{'a': 0.9, 'e': 0.7289441910343797}",20,10,-31.20822605053843,"{0: 6, 1: 2, 2: 1, 3: 1, 4: 0}",1
317,False,"{'a': 0.9, 'e': 0.7282152468433454}",25,-12,-195.56212024753808,"{0: 22, 1: 6, 2: 5, 3: 0, 4: 4}",0
318,False,"{'a': 0.9, 'e': 0.727487031596502}",20,-23,-72.96000730537634,"{0: 30, 1: 5, 2: 7, 3: 1, 4: 0}",0
319,False,"{'a': 0.9, 'e': 0.7267595445649054}",25,6,-30.98534852602799,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
320,False,"{'a': 0.9, 'e': 0.7260327850203405}",25,-11,-128.99650403292756,"{0: 28, 1: 2, 2: 2, 3: 1, 4: 3}",0
321,False,"{'a': 0.9, 'e': 0.7253067522353203}",25,-8,-46.22164851298898,"{0: 26, 1: 3, 2: 3, 3: 0, 4: 1}",0
322,False,"{'a': 0.9, 'e': 0.7245814454830849}",25,14,-57.94975288418678,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
323,False,"{'a': 0.9, 'e': 0.7238568640376019}",30,-37,-192.92741743112686,"{0: 46, 1: 6, 2: 12, 3: 0, 4: 3}",0
324,False,"{'a': 0.9, 'e': 0.7231330071735642}",25,8,-29.501926107041143,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 1}",1
325,False,"{'a': 0.9, 'e': 0.7224098741663907}",30,-10,-185.4861380190971,"{0: 24, 1: 3, 2: 9, 3: 2, 4: 2}",0
326,False,"{'a': 0.9, 'e': 0.7216874642922243}",25,-11,-112.65984706626766,"{0: 27, 1: 3, 2: 2, 3: 2, 4: 2}",0
327,False,"{'a': 0.9, 'e': 0.7209657768279321}",20,-6,-101.82077542467532,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 1}",0
328,False,"{'a': 0.9, 'e': 0.7202448110511042}",30,-27,-321.51743714862187,"{0: 34, 1: 7, 2: 8, 3: 3, 4: 5}",0
329,False,"{'a': 0.9, 'e': 0.719524566240053}",25,-22,-214.87584703477006,"{0: 35, 1: 3, 2: 3, 3: 1, 4: 5}",0
330,False,"{'a': 0.9, 'e': 0.718805041673813}",25,-14,-291.0092415837842,"{0: 21, 1: 2, 2: 9, 3: 3, 4: 4}",0
331,False,"{'a': 0.9, 'e': 0.7180862366321391}",20,-69,-209.73153173292079,"{0: 63, 1: 9, 2: 13, 3: 2, 4: 2}",0
332,False,"{'a': 0.9, 'e': 0.7173681503955069}",25,-48,-387.6390118252129,"{0: 51, 1: 2, 2: 8, 3: 5, 4: 7}",0
333,False,"{'a': 0.9, 'e': 0.7166507822451115}",20,-12,-51.963133897978814,"{0: 19, 1: 9, 2: 4, 3: 0, 4: 0}",0
334,False,"{'a': 0.9, 'e': 0.7159341314628663}",25,13,-22.89191978136069,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
335,False,"{'a': 0.9, 'e': 0.7152181973314035}",20,-45,-146.10542708192287,"{0: 48, 1: 8, 2: 4, 3: 3, 4: 2}",0
336,False,"{'a': 0.9, 'e': 0.7145029791340721}",20,-12,-102.12355301685281,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 2}",0
337,False,"{'a': 0.9, 'e': 0.713788476154938}",25,-72,-465.48793641310056,"{0: 63, 1: 7, 2: 18, 3: 1, 4: 8}",0
338,False,"{'a': 0.9, 'e': 0.7130746876787831}",25,-48,-107.21703841338112,"{0: 59, 1: 4, 2: 6, 3: 2, 4: 2}",0
339,False,"{'a': 0.9, 'e': 0.7123616129911043}",30,19,-21.645290584152026,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
340,False,"{'a': 0.9, 'e': 0.7116492513781132}",25,-61,-323.70397695228473,"{0: 58, 1: 7, 2: 14, 3: 2, 4: 5}",0
341,False,"{'a': 0.9, 'e': 0.7109376021267351}",25,-25,-129.7305215272955,"{0: 38, 1: 4, 2: 5, 3: 0, 4: 3}",0
342,False,"{'a': 0.9, 'e': 0.7102266645246084}",25,13,-31.996646104974513,"{0: 5, 1: 6, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.9, 'e': 0.7095164378600838}",25,-48,-177.12467264505935,"{0: 49, 1: 10, 2: 10, 3: 3, 4: 1}",0
344,False,"{'a': 0.9, 'e': 0.7088069214222237}",20,-6,-90.6184084918136,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 2}",0
345,False,"{'a': 0.9, 'e': 0.7080981145008014}",25,9,-46.123263719645735,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
346,False,"{'a': 0.9, 'e': 0.7073900163863006}",20,-3,-72.13689402315869,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",0
347,False,"{'a': 0.9, 'e': 0.7066826263699143}",25,-53,-170.26486872546127,"{0: 60, 1: 5, 2: 9, 3: 1, 4: 3}",0
348,False,"{'a': 0.9, 'e': 0.7059759437435444}",20,5,-12.260394138060045,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
349,False,"{'a': 0.9, 'e': 0.7052699677998009}",30,20,-39.483702210915055,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
350,False,"{'a': 0.9, 'e': 0.704564697832001}",25,-74,-262.24671021577956,"{0: 73, 1: 3, 2: 16, 3: 3, 4: 4}",0
351,False,"{'a': 0.9, 'e': 0.7038601331341691}",20,-60,-118.14173508394748,"{0: 60, 1: 8, 2: 9, 3: 2, 4: 1}",0
352,False,"{'a': 0.9, 'e': 0.7031562730010349}",25,5,-30.14653869124975,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
353,False,"{'a': 0.9, 'e': 0.7024531167280339}",20,-9,-22.416297506312038,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 0}",0
354,False,"{'a': 0.9, 'e': 0.7017506636113058}",20,-25,-190.39335925297675,"{0: 24, 1: 6, 2: 12, 3: 2, 4: 1}",0
355,False,"{'a': 0.9, 'e': 0.7010489129476946}",35,-9,-110.0404707095454,"{0: 30, 1: 5, 2: 7, 3: 1, 4: 1}",0
356,False,"{'a': 0.9, 'e': 0.7003478640347468}",20,14,-38.20918510616762,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
357,False,"{'a': 0.9, 'e': 0.6996475161707121}",25,-5,-196.63121181012642,"{0: 17, 1: 2, 2: 6, 3: 2, 4: 3}",0
358,False,"{'a': 0.9, 'e': 0.6989478686545414}",25,-25,-189.6580091721415,"{0: 34, 1: 3, 2: 10, 3: 0, 4: 3}",0
359,False,"{'a': 0.9, 'e': 0.6982489207858869}",20,0,-142.66059007402396,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",1
360,False,"{'a': 0.9, 'e': 0.6975506718651009}",25,-47,-163.80925919668388,"{0: 55, 1: 3, 2: 9, 3: 3, 4: 2}",0
361,False,"{'a': 0.9, 'e': 0.6968531211932358}",25,-31,-322.6516736493547,"{0: 35, 1: 6, 2: 7, 3: 2, 4: 6}",0
362,False,"{'a': 0.9, 'e': 0.6961562680720426}",30,-46,-244.6857625622852,"{0: 51, 1: 5, 2: 14, 3: 4, 4: 2}",0
363,False,"{'a': 0.9, 'e': 0.6954601118039706}",20,0,-130.64299126702025,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",1
364,False,"{'a': 0.9, 'e': 0.6947646516921666}",30,10,-78.0681780507093,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
